Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,Continent nationality,Date,Meet,Meet location
100 m breaststroke,100,Female,2,01:19.60,79006,,,Karin Beyer,Karin_Beyer,East Germany,Europe,"Friday, September 12, 1958",,"Leipzig, East Germany"
100 m butterfly,100,Female,3,01:09.10,69001,,,Nancy Ramey,Nancy_Ramey,United States,America,"Wednesday, September 2, 1959",,"Chicago, United States"
100 m freestyle,100,Female,31,01:00.20,60002,,Set in a pool measured in yards,Dawn Fraser,Dawn_Fraser,Australia,Oceania,"Tuesday, February 23, 1960",Australian Championships & Olympic Trials,"Sydney, Australia"
100 m breaststroke,100,Female,3,01:19.10,79001,,,Wiltrud Urselmann,Wiltrud_Urselmann,West Germany,Europe,"Saturday, March 12, 1960",,"Zürich, Switzerland"
100 m breaststroke,100,Female,4,01:19.00,79000,,,Ursula Küper,Ursula_Küper,East Germany,Europe,"Thursday, July 14, 1960",,"Leipzig, East Germany"
100 m butterfly,100,Female,4,01:08.90,68009,,,Janice Andrew,Janice_Andrew,Australia,Oceania,"Sunday, April 2, 1961",,"Tokyo, Japan"
100 m breaststroke,100,Female,5,01:18.20,78002,,,Barbara Göbel,Barbara_Göbel,East Germany,Europe,"Saturday, July 1, 1961",,"Rostock, East Germany"
100 m butterfly,100,Female,5,01:08.80,68008,,,Mary Stewart,Mary_Stewart,Canada,America,"Saturday, August 12, 1961",,"Philadelphia, United States"
100 m butterfly,100,Female,6,01:08.20,68002,,,Susan Doerr,Susan_Doerr,United States,America,"Saturday, August 12, 1961",,"Philadelphia, United States"
100 m butterfly,100,Female,7,01:07.30,67003,,,Mary Stewart,Mary_Stewart,Canada,America,"Saturday, July 28, 1962",,"Vancouver, Canada"
100 m freestyle,100,Female,32,01:00.00,60000,,Set in a pool measured in yards,Dawn Fraser,Dawn_Fraser,Australia,Oceania,"Tuesday, October 23, 1962",Australian British Empire & Commonwealth Games Trials,"Melbourne, Australia"
100 m freestyle,100,Female,33,59.9,59009,,Set in a pool measured in yards,Dawn Fraser,Dawn_Fraser,Australia,Oceania,"Saturday, October 27, 1962",Australian British Empire & Commonwealth Games Trials,"Melbourne, Australia"
100 m freestyle,100,Female,34,59.5,59005,,Set in a pool measured in yards,Dawn Fraser,Dawn_Fraser,Australia,Oceania,"Saturday, November 24, 1962",British Empire & Commonwealth Games,"Perth, Australia"
100 m butterfly,100,Female,8,01:06.50,66005,,,Kathy Ellis,Kathy_Ellis,United States,America,"Friday, August 16, 1963",,"High Point, United States"
100 m butterfly,100,Female,9,01:06.10,66001,,,Ada Kok,Ada_Kok,Netherlands,Europe,"Sunday, September 1, 1963",,"Soestduinen, Netherlands"
100 m freestyle,100,Female,35,58.9,58009,,Final,Dawn Fraser,Dawn_Fraser,Australia,Oceania,"Saturday, February 29, 1964",Australian Championships & Olympic Trials,"Sydney, Australia"
100 m butterfly,100,Female,10,01:05.10,65001,,,Ada Kok,Ada_Kok,Netherlands,Europe,"Saturday, May 30, 1964",,"Blackpool, United Kingdom"
100 m breaststroke,100,Female,6,01:17.90,77009,,,Claudia Kolb,Claudia_Kolb,United States,America,"Saturday, July 11, 1964",,"Los Angeles, United States"
100 m breaststroke,100,Female,7,01:17.20,77002,,,Svetlana Babanina,Svetlana_Babanina,Soviet Union,Europe,"Thursday, September 3, 1964",,"Moscow, Soviet Union"
100 m backstroke,100,Female,1,01:07.70,67007,,,Cathy Ferguson,Cathy_Ferguson,United States,America,"Wednesday, October 14, 1964",Olympic Games,"Tokyo, Japan"
100 m butterfly,100,Female,11,01:04.70,64007,,,Sharon Stouder,Sharon_Stouder,United States,America,"Friday, October 16, 1964",,"Tokyo, Japan"
100 m breaststroke,100,Female,8,01:16.50,76005,,,Svetlana Babanina,Svetlana_Babanina,Soviet Union,Europe,"Tuesday, May 11, 1965",,"Tashkent, Soviet Union"
100 m butterfly,100,Female,12,01:04.50,64005,,,Ada Kok,Ada_Kok,Netherlands,Europe,"Saturday, August 14, 1965",,"Budapest, Hungary"
100 m breaststroke,100,Female,9,01:15.70,75007,,,Galina Prozumenshchikova,Galina_Prozumenshchikova,Soviet Union,Europe,"Sunday, July 17, 1966",,"Leningrad, Soviet Union"
100 m backstroke,100,Female,2,01:07.40,67004,,,Ann Farlie,Ann_Farlie,South Africa,Africa,"Saturday, July 23, 1966",,"Béziers, France"
100 m breaststroke,100,Female,10,01:15.60,75006,,,Catie Ball,Catie_Ball,United States,America,"Wednesday, December 28, 1966",,"Fort Lauderdale, United States"
100 m backstroke,100,Female,3,01:07.30,67003,,,Elaine Tanner,Elaine_Tanner,Canada,America,"Thursday, July 27, 1967",,"Winnipeg, Canada"
100 m backstroke,100,Female,4,01:07.10,67001,,,Elaine Tanner,Elaine_Tanner,Canada,America,"Sunday, July 30, 1967",,"Winnipeg, Canada"
100 m breaststroke,100,Female,11,01:14.80,74008,,,Catie Ball,Catie_Ball,United States,America,"Monday, July 31, 1967",,"Winnipeg, Canada"
100 m breaststroke,100,Female,12,01:14.60,74006,,,Catie Ball,Catie_Ball,United States,America,"Saturday, August 19, 1967",,"Philadelphia, United States"
100 m backstroke,100,Female,5,01:06.70,66007,,,Karen Muir,Karen_Muir,South Africa,Africa,"Tuesday, January 30, 1968",,"Kimberley, South Africa"
100 m backstroke,100,Female,6,01:06.40,66004,,,Karen Muir,Karen_Muir,South Africa,Africa,"Saturday, April 6, 1968",,"Paris, France"
100 m breaststroke,100,Female,13,01:14.20,74002,,,Catie Ball,Catie_Ball,United States,America,"Sunday, August 25, 1968",,"Los Angeles, United States"
100 m backstroke,100,Female,7,01:06.20,66002,,,Kaye Hall,Kaye_Hall,United States,America,"Wednesday, October 23, 1968",Olympic Games,"Mexico City, Mexico"
100 m backstroke,100,Female,8,01:05.60,65006,,,Karen Muir,Karen_Muir,South Africa,Africa,"Sunday, July 6, 1969",,"Utrecht, Netherlands"
100 m butterfly,100,Female,13,01:04.10,64001,,,Alice Jones,Alice_Jones,United States,America,"Thursday, August 20, 1970",,"Los Angeles, United States"
100 m freestyle,100,Female,35.1,58.9,58009,,Final,Shane Gould,Shane_Gould,Australia,Oceania,"Friday, April 30, 1971",Coca Cola International,"London, United Kingdom"
100 m freestyle,100,Female,36,58.5,58005,,Final,Shane Gould,Shane_Gould,Australia,Oceania,"Saturday, January 8, 1972",New South Wales State Championships,"Sydney, Australia"
100 m butterfly,100,Female,14,01:03.90,63009,,,Mayumi Aoki,Mayumi_Aoki,Japan,Asia,"Friday, July 21, 1972",,"Tokyo, Japan"
100 m butterfly,100,Female,15,01:03.80,63008,,,Andrea Gyarmati,Andrea_Gyarmati,Netherlands,Europe,"Thursday, August 31, 1972",,"Munich, West Germany"
100 m butterfly,100,Female,16,01:03.30,63034,,,Mayumi Aoki,Mayumi_Aoki,Japan,Asia,"Friday, September 1, 1972",,"Munich, West Germany"
100 m breaststroke,100,Female,14,01:13.60,73058,,,Cathy Carr,Cathy_Carr,United States,America,"Saturday, September 2, 1972",,"Munich, West Germany"
100 m butterfly,100,Female,17,01:03.00,63005,,,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Saturday, April 14, 1973",,"East Berlin, East Germany"
100 m freestyle,100,Female,37,58.25,58025,,Final,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Friday, July 13, 1973",GDR Nationals & World Championship Trials,"East Berlin, East Germany"
100 m butterfly,100,Female,18,01:02.30,62031,,,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Saturday, July 14, 1973",,"East Berlin, East Germany"
100 m backstroke,100,Female,9,01:05.40,65039,,,Ulrike Richter,Ulrike_Richter,East Germany,Europe,"Saturday, August 18, 1973",,"Utrecht, Netherlands"
100 m freestyle,100,Female,38,58.12,58012,,Final,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Saturday, August 18, 1973",-,"Utrecht, Netherlands"
100 m backstroke,100,Female,10,01:05.00,64099,,Relay,Ulrike Richter,Ulrike_Richter,East Germany,Europe,"Tuesday, September 4, 1973",World Championships,"Belgrade, Yugoslavia"
100 m freestyle,100,Female,39,57.61,57061,,Relay 1st leg,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Saturday, September 8, 1973",World Championships,"Belgrade, Socialist Federal Republic of Yugoslavia"
100 m freestyle,100,Female,40,57.54,57054,,Final,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Sunday, September 9, 1973",World Championships,"Belgrade, Socialist Federal Republic of Yugoslavia"
100 m backstroke,100,Female,11,01:04.80,64078,,,Wendy Cook,Wendy_Cook,Canada,America,"Thursday, January 31, 1974",,"Christchurch, New Zealand"
100 m freestyle,100,Female,41,57.51,57051,,Final,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Thursday, July 4, 1974",GDR Nationals & European Championship Trials,"Rostock, East Germany"
100 m backstroke,100,Female,12,01:04.40,64043,,,Ulrike Richter,Ulrike_Richter,East Germany,Europe,"Monday, July 8, 1974",,"Rostock, East Germany"
100 m freestyle,100,Female,42,56.96,56096,,Final,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Monday, August 19, 1974",European Championships,"Vienna, Austria"
100 m butterfly,100,Female,19,01:02.10,62009,,,Rosemarie Kother,Rosemarie_Kother,East Germany,Europe,"Wednesday, August 21, 1974",,"Vienna, Austria"
100 m backstroke,100,Female,13,01:04.10,64009,,,Ulrike Richter,Ulrike_Richter,East Germany,Europe,"Thursday, August 22, 1974",,"Vienna, Austria"
100 m breaststroke,100,Female,15,01:12.90,72091,,,Renate Vogel,Renate_Vogel,East Germany,Europe,"Thursday, August 22, 1974",,"Vienna, Austria"
100 m butterfly,100,Female,20,01:02.00,61099,,,Rosemarie Kother,Rosemarie_Kother,East Germany,Europe,"Thursday, August 22, 1974",,"Vienna, Austria"
100 m backstroke,100,Female,14,01:03.30,63003,,,Ulrike Richter,Ulrike_Richter,East Germany,Europe,"Friday, August 23, 1974",,"Vienna, Austria"
100 m breaststroke,100,Female,16,01:12.60,72055,,,Christel Justen,Christel_Justen,West Germany,Europe,"Friday, August 23, 1974",,"Vienna, Austria"
100 m backstroke,100,Female,15,01:03.00,62098,,,Ulrike Richter,Ulrike_Richter,East Germany,Europe,"Sunday, September 1, 1974",,"Concord, California, USA"
100 m breaststroke,100,Female,17,01:12.30,72028,,,Renate Vogel,Renate_Vogel,East Germany,Europe,"Sunday, September 1, 1974",,"Concord, United States"
100 m butterfly,100,Female,21,01:01.90,61088,,,Rosemarie Kother,Rosemarie_Kother,East Germany,Europe,"Sunday, September 1, 1974",,"Concord, United States"
100 m freestyle,100,Female,43,56.38,56038,,Final,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Friday, March 14, 1975",GDRvURS Duel,"Dresden, East Germany"
100 m butterfly,100,Female,22,01:01.30,61033,,,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Monday, June 9, 1975",,"Wittenberg, East Germany"
100 m butterfly,100,Female,23,01:01.20,61024,,,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Thursday, July 24, 1975",,"Cali, Colombia"
100 m freestyle,100,Female,44,56.22,56022,,Relay 1st leg,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Saturday, July 26, 1975",World Championships,"Cali, Colombia"
100 m backstroke,100,Female,16,01:02.60,62006,,,Ulrike Richter,Ulrike_Richter,East Germany,Europe,"Sunday, March 14, 1976",,"Tallinn, USSR"
100 m freestyle,100,Female,45,55.73,55073,,Final,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Tuesday, June 1, 1976",GDR Olympic Trials,"East Berlin, East Germany"
100 m breaststroke,100,Female,18,01:11.90,71093,,,Carola Nitschke,Carola_Nitschke,East Germany,Europe,"Wednesday, June 2, 1976",,"Berlin, East Germany"
100 m backstroke,100,Female,17,01:01.60,61062,,,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Thursday, June 3, 1976",,"Berlin, East Germany"
100 m butterfly,100,Female,24,01:00.10,60013,,,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Friday, June 4, 1976",,"East Berlin, East Germany"
100 m backstroke,100,Female,18,01:01.50,61051,,,Ulrike Richter,Ulrike_Richter,East Germany,Europe,"Saturday, June 5, 1976",,"Berlin, East Germany"
100 m freestyle,100,Female,46,55.65,55065,,Final,Kornelia Ender,Kornelia_Ender,East Germany,Europe,"Monday, July 19, 1976",Olympic Games,"Montréal, Canada"
100 m breaststroke,100,Female,19,01:11.10,71011,,,Hannelore Anke,Hannelore_Anke,East Germany,Europe,"Thursday, July 22, 1976",,"Montreal, Canada"
100 m breaststroke,100,Female,20,01:10.90,70086,,,Hannelore Anke,Hannelore_Anke,East Germany,Europe,"Thursday, July 22, 1976",,"Montreal, Canada"
100 m butterfly,100,Female,25,59.78,59078,,,Christiane Knacke,Christiane_Knacke,East Germany,Europe,"Sunday, August 28, 1977",,"East Berlin, East Germany"
100 m butterfly,100,Female,26,59.46,59046,,,Andrea Pollack,Andrea_Pollack,East Germany,Europe,"Monday, July 3, 1978",,"East Berlin, East Germany"
100 m freestyle,100,Female,47,55.41,55041,,Final,Barbara Krause,Barbara_Krause,East Germany,Europe,"Wednesday, July 5, 1978",GDR Nationals & World Championship Trials,"East Berlin, East Germany"
100 m breaststroke,100,Female,21,01:10.30,70031,,,Yuliya Bogdanova,Yuliya_Bogdanova,Soviet Union,Europe,"Tuesday, August 22, 1978",,"West Berlin, West Germany"
100 m butterfly,100,Female,27,59.26,59026,,,Mary T. Meagher,Mary_T._Meagher,United States,America,"Friday, April 11, 1980",,"Austin, United States"
100 m breaststroke,100,Female,22,01:10.20,70002,,,Ute Geweniger,Ute_Geweniger,East Germany,Europe,"Monday, May 26, 1980",,"Magdeburg, East Germany"
100 m backstroke,100,Female,19,01:01.50,61051,,,Rica Reinisch,Rica_Reinisch,East Germany,Europe,"Sunday, July 20, 1980",Olympic Games,"Moscow, USSR"
100 m freestyle,100,Female,48,54.98,54098,,Heat,Barbara Krause,Barbara_Krause,East Germany,Europe,"Sunday, July 20, 1980",Olympic Games,"Moscow, Soviet Union"
100 m freestyle,100,Female,49,54.79,54079,,Final,Barbara Krause,Barbara_Krause,East Germany,Europe,"Monday, July 21, 1980",Olympic Games,"Moscow, Soviet Union"
100 m backstroke,100,Female,20,01:01.50,61005,,,Rica Reinisch,Rica_Reinisch,East Germany,Europe,"Tuesday, July 22, 1980",Olympic Games,"Moscow, USSR"
100 m backstroke,100,Female,21,01:00.90,60086,,,Rica Reinisch,Rica_Reinisch,East Germany,Europe,"Wednesday, July 23, 1980",Olympic Games,"Moscow, USSR"
100 m breaststroke,100,Female,23,01:10.10,70011,,,Ute Geweniger,Ute_Geweniger,East Germany,Europe,"Thursday, July 24, 1980",,"Moscow, Soviet Union"
100 m breaststroke,100,Female,24,01:09.50,69052,,,Ute Geweniger,Ute_Geweniger,East Germany,Europe,"Thursday, April 9, 1981",,"Gera, East Germany"
100 m breaststroke,100,Female,25,01:09.40,69039,,,Ute Geweniger,Ute_Geweniger,East Germany,Europe,"Thursday, July 2, 1981",,"Berlin, East Germany"
100 m butterfly,100,Female,28,57.93,57093,,,Mary T. Meagher,Mary_T._Meagher,United States,America,"Sunday, August 16, 1981",,"Brown Deer, United States"
100 m breaststroke,100,Female,26,01:08.60,68006,,,Ute Geweniger,Ute_Geweniger,East Germany,Europe,"Tuesday, September 8, 1981",,"Split, Yugoslavia"
100 m breaststroke,100,Female,27,01:08.50,68051,,,Ute Geweniger,Ute_Geweniger,East Germany,Europe,"Thursday, August 25, 1983",,"Rome, Italy"
100 m breaststroke,100,Female,28,01:08.30,68029,,,Sylvia Gerasch,Sylvia_Gerasch,East Germany,Europe,"Thursday, August 23, 1984",,"Moscow, Soviet Union"
100 m backstroke,100,Female,22,01:00.60,60059,,Relay,Ina Kleber,Ina_Kleber,East Germany,Europe,"Friday, August 24, 1984",Friendship Games,"Moscow, USSR"
100 m freestyle,100,Female,50,54.73,54073,,Relay 1st leg,Kristin Otto,Kristin_Otto,East Germany,Europe,"Tuesday, August 19, 1986",World Championships,"Madrid, Spain"
100 m breaststroke,100,Female,29,01:08.10,68011,,,Sylvia Gerasch,Sylvia_Gerasch,East Germany,Europe,"Thursday, August 21, 1986",,"Madrid, Spain"
100 m breaststroke,100,Female,30,01:07.90,67091,,,Silke Hörner,Silke_Hörner,East Germany,Europe,"Friday, August 21, 1987",,"Strasbourg, France"
100 m backstroke,100,Female,23,01:00.30,60031,,,Krisztina Egerszegi,Krisztina_Egerszegi,Hungary,Europe,"Thursday, August 22, 1991",European Championships,"Athens, Greece"
100 m freestyle,100,Female,51,54.48,54048,,Heat,Jenny Thompson,Jenny_Thompson,United States,America,"Sunday, March 1, 1992",USA Olympic Trials,"Indianapolis, United States"
100 m freestyle,100,Female,52,54.01,54001,,Final,Le Jingyi,Le_Jingyi,China,Asia,"Monday, September 5, 1994",World Championships,"Rome, Italy"
100 m breaststroke,100,Female,31,01:07.70,67069,,,Samantha Riley,Samantha_Riley,Australia,Oceania,"Friday, September 9, 1994",,"Rome, Italy"
100 m backstroke,100,Female,24,01:00.20,60016,,Relay,He Cihong,He_Cihong,China,Asia,"Saturday, September 10, 1994",World Championships,"Rome, Italy"
100 m breaststroke,100,Female,32,01:07.50,67046,,,Penelope Heyns,Penelope_Heyns,South Africa,Africa,"Monday, March 4, 1996",,"Durban, South Africa"
100 m breaststroke,100,Female,33,01:07.00,67002,,,Penelope Heyns,Penelope_Heyns,South Africa,Africa,"Sunday, July 21, 1996",,"Atlanta, United States"
100 m breaststroke,100,Female,34,01:07.00,66099,,,Penelope Heyns,Penelope_Heyns,South Africa,Africa,"Sunday, July 18, 1999",,"Los Angeles, United States"
100 m breaststroke,100,Female,35,01:06.90,66095,,,Penelope Heyns,Penelope_Heyns,South Africa,Africa,"Sunday, July 18, 1999",,"Los Angeles, United States"
100 m breaststroke,100,Female,36,01:06.50,66052,,,Penelope Heyns,Penelope_Heyns,South Africa,Africa,"Monday, August 23, 1999",,"Sydney, Australia"
100 m butterfly,100,Female,29,57.88,57088,,,Jenny Thompson,Jenny_Thompson,United States,America,"Monday, August 23, 1999",,"Sydney, Australia"
100 m butterfly,100,Female,30,56.69,56069,,,Inge de Bruijn,Inge_de_Bruijn,Netherlands,Europe,"Saturday, May 27, 2000",,"Sheffield, United Kingdom"
100 m freestyle,100,Female,53,53.8,53008,,Final,Inge de Bruijn,Inge_de_Bruijn,Netherlands,Europe,"Sunday, May 28, 2000",Super Speedo Grand Prix,"Sheffield, United Kingdom"
100 m butterfly,100,Female,31,56.64,56064,,,Inge de Bruijn,Inge_de_Bruijn,Netherlands,Europe,"Saturday, July 22, 2000",,"Federal Way, United States"
100 m butterfly,100,Female,32,56.61,56061,,,Inge de Bruijn,Inge_de_Bruijn,Netherlands,Europe,"Sunday, September 17, 2000",,"Sydney, Australia"
100 m freestyle,100,Female,54,53.77,53077,,Semifinal,Inge de Bruijn,Inge_de_Bruijn,Netherlands,Europe,"Wednesday, September 20, 2000",Olympic Games,"Sydney, Australia"
100 m backstroke,100,Female,25,59.58,59058,,,Natalie Coughlin,Natalie_Coughlin,United States,America,"Tuesday, August 13, 2002",U.S. National Swimming Championships,"Fort Lauderdale, Florida, USA"
100 m breaststroke,100,Female,37,01:06.40,66037,,,Leisel Jones,Leisel_Jones,Australia,Oceania,"Monday, July 21, 2003",,"Barcelona, Spain"
100 m freestyle,100,Female,55,53.66,53066,,Semifinal,Libby Lenton,Libby_Lenton,Australia,Oceania,"Wednesday, March 31, 2004",Australian Championships & Olympic Trials,"Sydney, Australia"
100 m freestyle,100,Female,56,53.52,53052,,Semifinal,Jodie Henry,Jodie_Henry,Australia,Oceania,"Wednesday, August 18, 2004",Olympic Games,"Athens, Greece"
100 m breaststroke,100,Female,38,01:06.20,66002,,,Jessica Hardy,Jessica_Hardy,United States,America,"Monday, July 25, 2005",,"Montreal, Canada"
100 m freestyle,100,Female,57,53.42,53042,,Semifinal,Libby Lenton,Libby_Lenton,Australia,Oceania,"Tuesday, January 31, 2006",Australian Championships & Commonwealth Games Trials,"Melbourne, Australia"
100 m breaststroke,100,Female,39,01:05.70,65071,,,Leisel Jones,Leisel_Jones,Australia,Oceania,"Friday, February 3, 2006",,"Melbourne, Australia"
100 m breaststroke,100,Female,40,01:05.10,65009,,,Leisel Jones,Leisel_Jones,Australia,Oceania,"Monday, March 20, 2006",,"Melbourne, Australia"
100 m freestyle,100,Female,58,53.3,53003,,Final,Britta Steffen,Britta_Steffen,Germany,Europe,"Wednesday, August 2, 2006",European Championships,"Budapest, Hungary"
100 m backstroke,100,Female,26,59.44,59044,,,Natalie Coughlin,Natalie_Coughlin,United States,America,"Tuesday, March 27, 2007",World Championships,"Melbourne, Australia"
